model_id,model_name,confidence_level,observation_count,mean_var,mean_es,expected_exception_rate,exception_count,exception_rate,kupiec_lr,kupiec_p_value,christoffersen_independence_lr,christoffersen_independence_p_value,christoffersen_cc_lr,christoffersen_cc_p_value,average_exceedance_severity,average_exceedance_loss_minus_var,common_comparison_sample
MR-001,Gaussian Parametric VaR / ES,0.95,1804,0.012099062407037772,0.015302369456898907,0.050000000000000044,87,0.048226164079822616,0.12086364684273576,0.7280996761073351,6.608902243618445,0.010147019472916666,6.729765890461181,0.034566062003621625,1.653733613309591,0.006640751411408774,True
MR-002,Historical Simulation VaR / ES,0.95,1804,0.01157030284276029,0.01715547940901091,0.050000000000000044,86,0.04767184035476718,0.2089580181582278,0.647585327267548,0.20386571063386327,0.6516184840818333,0.41282372879209106,0.8134979564311806,1.7747861128454097,0.007244366682775256,True
MR-003,EWMA Gaussian VaR / ES,0.95,1804,0.011999787228370425,0.015048217298945087,0.050000000000000044,86,0.04767184035476718,0.2089580181582278,0.647585327267548,0.3571239089634446,0.5501078978670688,0.5660819271216724,0.7534889216382455,1.4987917233540877,0.005619818794351378,True
MR-004,Filtered Historical Simulation VaR / ES,0.95,1804,0.012279389225336746,0.01784889735935911,0.050000000000000044,90,0.04988913525498891,0.00046712614209809544,0.9827565827525975,0.6153974896228647,0.43276276756041643,0.6158646157649628,0.7349650676669525,1.5297144454826441,0.005477343497698155,True
MR-001,Gaussian Parametric VaR / ES,0.99,1804,0.017323394975815348,0.019921143228313114,0.010000000000000009,41,0.022727272727272728,21.69684822888445,3.1931548274784685e-06,3.0963735764924536,0.07846690538451141,24.793221805376902,4.132570685210212e-06,1.5330288948740143,0.007317837104842046,True
MR-002,Historical Simulation VaR / ES,0.99,1804,0.020797270627130042,0.024995734041720515,0.010000000000000009,27,0.014966740576496674,3.9002758463366263,0.04827818023392003,7.3613771970424295,0.006663973016575331,11.261653043379056,0.003585610517398042,1.5220653003241322,0.008241730945891935,True
MR-003,EWMA Gaussian VaR / ES,0.99,1804,0.016971528074142463,0.01944367756385194,0.010000000000000009,36,0.019955654101995565,14.00799263840878,0.000182035197964303,4.314862880261785,0.03778081571786234,18.322855518670565,0.00010501285787670178,1.3638311611609388,0.005617436998138067,True
MR-004,Filtered Historical Simulation VaR / ES,0.99,1804,0.021134316493575035,0.024585534290245313,0.010000000000000009,24,0.013303769401330377,1.802102674991886,0.17945849944988876,4.221906234907408,0.03990530552449799,6.024008909899294,0.04919297476789563,1.3337044994098288,0.004590371455860753,True
